0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,7.916666666666666297e-01
4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,7.916666666666666297e-01,4.166666666666666435e-02
4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,7.916666666666666297e-01,4.166666666666666435e-02,4.166666666666666435e-02
4.166666666666666435e-02,4.166666666666666435e-02,7.916666666666666297e-01,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02
4.166666666666666435e-02,7.916666666666666297e-01,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02
7.916666666666666297e-01,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02,4.166666666666666435e-02
8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,5.833333333333333703e-01
8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,5.833333333333333703e-01,8.333333333333332871e-02
8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,5.833333333333333703e-01,8.333333333333332871e-02,8.333333333333332871e-02
8.333333333333332871e-02,8.333333333333332871e-02,5.833333333333333703e-01,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02
8.333333333333332871e-02,5.833333333333333703e-01,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02
5.833333333333333703e-01,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02,8.333333333333332871e-02
1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01
1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01,1.250000000000000000e-01
1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01
1.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01
1.250000000000000000e-01,3.750000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01
3.750000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01,1.250000000000000000e-01
1.666666666666666574e-01,1.666666666666666574e-01,1.666666666666666574e-01,1.666666666666666574e-01,1.666666666666666574e-01,1.666666666666666574e-01
